temperatura_c,umidade_pct,perda_pacotes_pct,latencia_ms,tentativas_login_falhas,idade_firmware_dias,consumo_cpu_pct,trafego_saida_kbps,criptografia_ativa,protocolo,rede,tipo_equipamento,risco_alto
19.69,58.46,1.01,102.46,2,241,67.3,526.15,sim,MQTT,visitantes,sensor,1
25.46,52.83,10.06,67.08,1,381,61.37,199.52,nao,MQTT,corporativa,atuador,1
26.22,75.91,2.62,19.82,2,154,42.49,628.82,sim,MQTT,corporativa,gateway,0
17.45,82.28,7.09,101.56,1,514,48.84,295.04,nao,CoAP,corporativa,camera,0
21.1,72.4,4.65,10.49,3,40,60.13,246.15,nao,MQTT,iot_isolada,sensor,0
21.97,35.05,3.84,21.96,0,98,49.19,776.06,sim,MQTT,corporativa,atuador,0
45.2,55.62,3.1,41.38,4,487,48.22,120.08,sim,CoAP,visitantes,sensor,1
40.61,59.91,6.54,132.47,5,371,45.18,815.63,sim,MQTT,iot_isolada,camera,1
25.12,19.43,12.99,69.04,2,37,21.3,191.03,nao,MQTT,corporativa,sensor,1
25.45,60.45,8.44,71.02,2,46,23.67,334.84,sim,CoAP,iot_isolada,camera,0
19.96,92.91,2.82,20.15,0,323,47.64,337.06,sim,MQTT,iot_isolada,camera,0
14.64,63.52,6.08,44.73,3,277,45.84,221.63,sim,MQTT,iot_isolada,sensor,1
27.18,78.52,1.65,119.94,1,170,44.1,175.3,sim,MQTT,iot_isolada,camera,0
21.02,55.29,2.16,83.47,1,502,81.85,230.7,sim,MQTT,iot_isolada,sensor,0
27.41,50.68,3.44,104.09,2,121,77.75,146.91,sim,HTTP,corporativa,gateway,0
16.8,58.86,3.08,63.72,3,22,76.05,1180.12,sim,CoAP,iot_isolada,camera,0
22.67,37.32,3.41,120.81,1,338,51.68,213.41,sim,MQTT,corporativa,atuador,0
29.04,34.65,5.45,20.02,3,392,66.13,672.68,sim,MQTT,iot_isolada,sensor,0
30.56,74.79,6.66,55.97,2,127,53.34,613.4,nao,MQTT,corporativa,sensor,0
30.92,76.7,5.32,92.31,2,75,63.97,385.31,sim,HTTP,iot_isolada,sensor,0
18.76,34.16,10.14,14.28,1,23,72.4,271.79,sim,CoAP,iot_isolada,sensor,1
33.98,69.42,14.38,5.0,0,207,46.58,342.29,sim,CoAP,corporativa,camera,1
22.4,50.43,10.35,198.78,3,267,34.32,446.09,sim,MQTT,iot_isolada,sensor,0
32.43,58.12,6.26,69.73,3,412,51.01,320.64,sim,HTTP,corporativa,sensor,1
27.93,60.28,3.98,12.83,3,279,66.69,99.81,sim,HTTP,iot_isolada,sensor,0
18.37,69.9,12.39,68.45,2,135,68.29,83.7,nao,MQTT,iot_isolada,camera,1
25.79,53.49,5.35,22.27,0,241,42.6,859.45,nao,MQTT,corporativa,gateway,0
30.56,77.38,7.05,30.24,1,426,35.36,47.26,sim,MQTT,corporativa,sensor,1
32.29,57.57,10.4,135.43,0,264,56.01,342.74,sim,CoAP,iot_isolada,atuador,0
27.01,63.24,2.97,42.2,1,385,80.23,253.54,sim,MQTT,iot_isolada,sensor,1
38.72,37.0,0.79,41.93,0,78,52.21,334.47,nao,MQTT,iot_isolada,camera,0
35.05,90.86,5.72,21.6,0,329,25.51,134.56,sim,CoAP,corporativa,sensor,0
26.2,60.46,6.81,49.62,0,279,79.31,382.02,sim,CoAP,corporativa,atuador,0
33.25,64.83,4.57,73.03,2,160,42.16,345.23,sim,MQTT,iot_isolada,sensor,0
41.54,23.05,14.11,42.17,2,432,95.15,2064.63,sim,MQTT,visitantes,atuador,1
41.72,37.19,4.3,232.46,1,724,51.45,327.34,nao,MQTT,iot_isolada,gateway,1
19.4,74.28,10.54,26.78,1,36,22.17,767.98,sim,MQTT,iot_isolada,camera,1
21.51,57.16,5.02,26.64,0,166,65.91,104.68,sim,HTTP,iot_isolada,camera,0
38.39,17.55,1.11,48.07,3,196,25.49,610.37,sim,CoAP,iot_isolada,sensor,1
20.59,70.69,0.83,214.91,2,207,38.8,350.16,nao,HTTP,iot_isolada,sensor,1
18.74,42.21,10.8,105.26,2,123,36.82,360.98,sim,CoAP,corporativa,atuador,0
24.6,77.4,5.19,41.05,1,44,41.53,364.49,sim,HTTP,iot_isolada,gateway,1
30.94,50.42,3.63,41.08,1,173,53.71,986.77,sim,MQTT,corporativa,sensor,0
27.28,55.68,5.61,25.88,0,197,78.96,357.3,sim,MQTT,corporativa,sensor,0
23.45,73.22,3.32,46.98,2,161,41.14,172.62,sim,HTTP,corporativa,sensor,0
23.28,35.85,8.12,54.8,6,200,79.75,194.19,sim,CoAP,corporativa,gateway,1
23.01,34.13,6.79,101.98,1,245,6.99,529.53,nao,HTTP,corporativa,camera,1
21.84,48.46,3.05,87.72,0,178,74.65,408.8,sim,CoAP,corporativa,gateway,0
43.97,66.89,6.87,45.77,1,122,43.17,102.38,sim,MQTT,corporativa,sensor,0
30.08,28.04,10.38,165.26,3,201,27.3,428.48,sim,MQTT,corporativa,atuador,1
34.21,21.98,7.04,36.61,2,259,61.16,140.1,sim,MQTT,corporativa,sensor,1
24.58,66.83,0.7,17.0,0,215,53.8,406.17,sim,CoAP,corporativa,sensor,0
26.7,41.15,5.23,75.52,2,756,41.57,170.05,sim,HTTP,iot_isolada,atuador,0
23.01,44.94,2.98,128.86,1,273,6.8,245.42,sim,HTTP,iot_isolada,gateway,0
9.44,18.58,10.74,61.86,2,208,96.23,204.1,nao,CoAP,corporativa,camera,1
18.35,39.78,11.14,20.8,2,107,41.79,865.44,sim,MQTT,corporativa,atuador,0
15.33,51.86,11.04,71.17,1,110,57.19,395.95,nao,MQTT,iot_isolada,sensor,1
12.25,68.75,4.17,77.75,0,162,56.63,722.54,sim,MQTT,corporativa,sensor,0
19.63,38.12,3.36,83.63,1,166,38.5,2267.99,sim,HTTP,corporativa,sensor,0
37.27,81.83,11.89,72.21,2,161,32.13,308.82,sim,CoAP,corporativa,sensor,1
27.69,39.68,0.66,140.3,3,281,72.35,855.25,sim,CoAP,iot_isolada,gateway,0
37.03,39.7,2.55,25.32,2,422,54.35,183.16,sim,HTTP,iot_isolada,camera,1
30.88,79.67,5.93,5.0,0,339,94.48,719.4,sim,MQTT,iot_isolada,sensor,0
33.48,55.81,8.23,10.5,0,311,45.59,169.82,sim,HTTP,corporativa,gateway,0
21.69,42.06,4.22,20.51,1,97,62.45,295.04,sim,CoAP,corporativa,sensor,0
31.67,49.21,4.81,114.21,3,465,43.69,435.2,nao,MQTT,visitantes,sensor,1
33.1,76.36,1.35,49.61,0,105,67.93,485.88,nao,CoAP,iot_isolada,sensor,0
23.96,78.39,3.61,173.85,2,255,18.69,122.64,sim,MQTT,iot_isolada,gateway,1
31.92,37.3,13.72,23.66,1,298,95.76,162.89,sim,CoAP,visitantes,camera,1
31.96,51.24,10.33,171.57,1,475,32.68,458.53,sim,MQTT,iot_isolada,atuador,1
24.15,53.62,8.34,30.53,0,667,49.37,231.04,sim,MQTT,corporativa,atuador,0
20.14,34.25,1.57,54.72,2,156,88.26,112.38,sim,CoAP,iot_isolada,gateway,0
19.71,51.0,2.48,12.93,3,239,49.37,284.38,sim,MQTT,corporativa,gateway,0
28.61,52.1,2.62,156.82,1,446,35.69,274.99,nao,MQTT,iot_isolada,camera,0
30.29,72.52,6.11,60.52,2,705,61.5,338.27,sim,HTTP,iot_isolada,atuador,1
22.45,73.73,3.14,239.16,0,170,52.78,432.88,sim,MQTT,corporativa,camera,0
28.19,46.07,1.25,132.85,1,102,47.46,414.04,sim,CoAP,corporativa,sensor,0
31.99,48.15,5.0,53.7,0,60,25.55,174.56,sim,CoAP,corporativa,sensor,0
32.33,63.96,10.22,34.87,1,38,69.29,224.17,sim,MQTT,iot_isolada,atuador,0
38.86,41.47,1.51,117.66,3,117,57.2,572.18,sim,HTTP,corporativa,sensor,0
36.94,62.6,7.23,65.34,2,387,52.48,204.34,sim,MQTT,corporativa,gateway,1
20.99,50.42,5.24,33.31,2,403,57.9,226.66,sim,MQTT,corporativa,atuador,0
39.79,34.55,12.36,68.88,1,273,57.06,104.27,sim,MQTT,iot_isolada,sensor,1
24.28,34.78,1.35,8.67,1,164,53.34,292.93,nao,CoAP,iot_isolada,sensor,1
35.31,78.05,4.25,84.76,3,282,51.06,380.58,sim,MQTT,iot_isolada,sensor,0
28.48,49.18,7.83,96.43,2,218,36.43,74.98,sim,MQTT,iot_isolada,camera,1
25.11,81.53,0.86,22.89,0,170,26.83,141.29,sim,CoAP,iot_isolada,gateway,0
15.35,42.75,1.79,142.82,2,264,70.49,110.48,sim,CoAP,corporativa,sensor,0
26.8,57.24,1.44,123.21,0,159,53.13,518.97,sim,MQTT,corporativa,camera,0
17.08,95.07,0.74,79.37,0,263,29.39,78.36,sim,MQTT,corporativa,camera,0
34.77,32.97,5.53,28.61,0,293,71.25,282.85,sim,MQTT,visitantes,sensor,0
38.62,17.84,1.44,100.45,2,346,19.44,493.98,nao,MQTT,iot_isolada,sensor,1
22.42,75.16,1.02,47.51,1,46,20.33,340.86,sim,CoAP,corporativa,sensor,0
30.11,37.12,5.86,73.53,3,470,61.2,219.65,sim,MQTT,iot_isolada,atuador,0
22.92,51.63,4.88,107.12,1,197,42.34,380.9,sim,MQTT,corporativa,sensor,0
23.6,41.45,1.67,17.3,1,672,61.65,617.62,sim,MQTT,iot_isolada,sensor,0
33.42,56.83,9.78,12.34,2,389,8.16,277.18,sim,CoAP,iot_isolada,sensor,1
27.73,34.89,10.73,43.88,4,104,72.59,62.35,nao,CoAP,iot_isolada,gateway,0
40.18,48.76,0.13,213.39,2,315,58.9,667.42,sim,MQTT,iot_isolada,gateway,1
24.62,60.1,7.98,245.58,2,447,67.25,395.51,nao,CoAP,visitantes,sensor,1
35.0,33.85,4.97,83.42,4,177,76.52,292.03,nao,CoAP,corporativa,camera,1
28.68,39.4,0.75,125.54,1,97,42.09,74.72,sim,MQTT,iot_isolada,gateway,0
33.57,45.75,3.43,62.44,5,84,29.22,242.54,nao,MQTT,visitantes,atuador,1
24.87,26.28,1.8,68.93,2,58,56.58,161.93,sim,MQTT,corporativa,camera,0
27.65,44.39,5.74,54.67,0,25,42.27,127.56,sim,HTTP,iot_isolada,gateway,1
27.19,54.14,4.69,135.86,0,200,76.96,271.64,sim,MQTT,visitantes,sensor,0
22.15,44.81,2.2,175.15,1,88,44.8,205.37,nao,MQTT,iot_isolada,sensor,1
32.63,47.12,5.41,67.74,1,127,34.11,215.06,sim,CoAP,corporativa,atuador,1
32.55,51.64,5.47,68.7,5,682,91.88,501.57,sim,CoAP,corporativa,sensor,1
32.15,40.2,1.42,56.86,0,294,11.49,357.42,sim,HTTP,iot_isolada,sensor,0
38.76,64.44,8.24,178.04,0,101,28.68,211.27,nao,MQTT,visitantes,gateway,1
38.15,77.85,3.44,115.13,0,893,69.04,193.32,sim,MQTT,corporativa,atuador,1
25.38,43.64,4.62,28.01,1,261,73.32,217.37,sim,CoAP,corporativa,sensor,0
30.61,60.73,9.47,209.21,2,842,56.35,251.34,sim,CoAP,corporativa,atuador,1
23.63,47.69,11.56,5.03,7,577,44.84,449.81,sim,HTTP,iot_isolada,sensor,1
28.16,58.58,6.64,166.56,2,268,47.24,144.06,sim,CoAP,iot_isolada,atuador,0
23.8,80.18,2.9,128.63,0,198,58.12,829.57,sim,MQTT,iot_isolada,atuador,0
39.34,61.16,11.86,67.9,0,384,73.03,450.04,sim,MQTT,iot_isolada,gateway,0
30.55,20.08,1.1,66.68,1,252,88.19,43.97,sim,HTTP,iot_isolada,atuador,1
26.47,60.17,1.27,59.08,2,148,57.93,317.27,sim,CoAP,iot_isolada,atuador,0
36.36,74.19,0.83,29.22,1,141,30.25,619.25,sim,MQTT,iot_isolada,atuador,0
12.81,48.01,2.05,198.54,1,427,70.34,392.33,sim,MQTT,corporativa,camera,0
13.9,69.92,6.76,65.21,1,101,26.48,223.94,sim,CoAP,corporativa,camera,0
33.57,39.58,8.55,28.76,5,422,23.54,286.36,nao,MQTT,iot_isolada,sensor,1
28.42,25.26,3.27,190.77,0,222,86.73,338.6,sim,CoAP,iot_isolada,sensor,1
29.75,54.54,11.12,90.12,3,48,87.49,512.2,nao,CoAP,corporativa,gateway,0
18.72,20.38,0.53,93.95,0,446,37.25,110.99,sim,MQTT,iot_isolada,sensor,0
27.84,47.68,6.62,219.06,0,104,68.62,195.68,sim,HTTP,iot_isolada,atuador,0
42.02,75.16,2.09,103.1,1,116,34.99,941.06,sim,HTTP,corporativa,sensor,1
33.77,17.62,4.64,39.53,1,184,59.0,305.84,sim,MQTT,iot_isolada,sensor,1
29.19,28.97,5.35,102.99,0,207,40.61,870.9,nao,MQTT,corporativa,sensor,1
24.93,33.42,5.06,31.61,1,269,53.8,2416.11,sim,HTTP,visitantes,sensor,0
25.24,50.86,6.19,45.87,1,430,40.89,211.79,nao,MQTT,iot_isolada,sensor,0
13.1,45.42,1.91,81.5,2,420,50.51,129.27,sim,HTTP,iot_isolada,camera,1
29.8,77.18,4.92,124.26,1,137,70.69,248.17,nao,MQTT,iot_isolada,sensor,1
33.92,69.18,2.29,41.43,4,141,50.39,645.03,sim,CoAP,iot_isolada,atuador,0
16.97,60.91,1.45,57.78,1,399,90.47,711.39,sim,CoAP,corporativa,sensor,1
23.37,54.62,5.73,57.31,1,88,20.04,1466.13,sim,MQTT,corporativa,gateway,0
19.9,59.08,4.39,138.91,1,222,53.7,291.27,nao,CoAP,visitantes,gateway,0
21.24,36.48,0.54,66.61,4,549,85.8,420.58,sim,MQTT,visitantes,sensor,1
28.37,67.43,1.13,207.41,2,155,62.44,181.59,sim,MQTT,visitantes,sensor,1
13.41,31.98,0.84,45.84,3,58,27.88,51.68,sim,MQTT,visitantes,atuador,1
32.3,67.04,11.78,42.92,1,104,48.75,290.69,sim,MQTT,iot_isolada,gateway,1
33.28,73.35,1.02,164.58,1,110,66.62,133.27,sim,MQTT,iot_isolada,sensor,0
26.24,55.8,5.52,97.29,0,96,35.66,468.88,sim,MQTT,iot_isolada,gateway,0
10.64,48.83,4.67,287.11,2,177,38.79,80.08,sim,MQTT,corporativa,sensor,1
21.03,59.21,9.1,160.57,0,831,42.18,178.12,sim,MQTT,iot_isolada,sensor,1
36.63,5.0,0.57,22.14,3,309,61.46,360.46,sim,MQTT,iot_isolada,sensor,1
8.55,57.44,10.06,65.45,1,190,27.77,387.86,sim,HTTP,iot_isolada,gateway,1
25.57,49.96,8.18,81.43,3,203,53.09,289.11,sim,MQTT,corporativa,sensor,0
19.74,51.09,7.05,77.4,0,122,48.89,1104.49,sim,CoAP,iot_isolada,camera,1
33.63,64.72,6.65,58.49,0,203,31.85,896.61,nao,MQTT,visitantes,sensor,0
23.27,50.65,7.17,76.29,2,533,63.26,185.11,nao,MQTT,corporativa,sensor,1
30.83,31.48,1.48,79.22,3,228,91.31,922.04,nao,MQTT,corporativa,sensor,1
31.96,49.45,3.77,41.96,4,419,46.46,1026.12,sim,MQTT,iot_isolada,camera,1
40.85,53.22,8.97,135.18,0,381,35.27,274.04,sim,CoAP,iot_isolada,atuador,0
26.58,54.07,7.07,192.24,2,806,66.1,308.52,sim,CoAP,iot_isolada,gateway,1
30.63,54.91,5.98,109.05,3,376,35.53,288.44,sim,MQTT,iot_isolada,sensor,1
17.6,70.71,2.63,88.12,2,770,47.31,190.28,sim,MQTT,corporativa,sensor,0
36.33,32.45,3.62,62.39,0,440,53.25,203.98,sim,HTTP,iot_isolada,sensor,1
22.68,55.16,1.06,80.95,2,269,40.43,752.59,nao,MQTT,visitantes,atuador,1
24.07,75.22,6.12,86.84,1,113,70.85,405.92,sim,HTTP,corporativa,camera,0
27.84,20.78,1.65,29.32,2,417,32.07,202.77,sim,CoAP,corporativa,atuador,0
17.06,55.23,2.7,130.78,0,441,60.17,156.3,nao,MQTT,corporativa,sensor,0
29.6,41.46,0.38,48.33,1,450,54.14,175.8,sim,MQTT,corporativa,camera,0
34.77,45.33,1.63,170.33,1,10,5.0,266.48,sim,MQTT,iot_isolada,camera,1
30.05,35.71,2.42,74.48,0,151,42.76,566.35,sim,CoAP,iot_isolada,camera,0
16.88,48.95,1.13,132.29,1,306,60.59,163.68,nao,HTTP,iot_isolada,camera,1
27.13,85.14,10.63,107.95,2,161,85.06,561.83,sim,MQTT,iot_isolada,sensor,0
33.19,29.24,0.5,22.41,0,140,85.24,343.05,sim,HTTP,iot_isolada,sensor,0
14.85,30.95,2.6,160.49,2,122,33.33,330.3,sim,MQTT,visitantes,atuador,1
20.48,28.57,1.42,36.34,5,50,35.78,612.81,sim,MQTT,corporativa,sensor,1
34.14,83.09,4.9,45.82,1,295,49.3,539.34,sim,CoAP,corporativa,gateway,0
29.89,43.68,7.1,49.07,4,132,55.24,111.81,sim,HTTP,iot_isolada,atuador,0
30.88,51.54,4.52,15.28,1,155,78.26,139.94,sim,MQTT,visitantes,camera,0
41.02,44.75,7.6,76.98,2,190,56.77,254.51,nao,HTTP,iot_isolada,camera,1
31.28,35.0,12.28,137.83,2,330,42.43,383.44,sim,MQTT,iot_isolada,sensor,1
32.61,47.77,7.91,167.63,3,264,35.96,776.82,sim,HTTP,corporativa,gateway,1
46.98,96.25,0.69,58.48,0,255,68.97,312.79,sim,HTTP,corporativa,atuador,1
26.5,77.06,7.06,66.19,0,20,91.05,984.95,sim,CoAP,visitantes,atuador,0
22.41,36.65,2.71,113.05,1,424,62.17,182.24,sim,CoAP,iot_isolada,sensor,1
30.99,63.66,8.06,59.71,2,645,55.68,205.14,sim,CoAP,iot_isolada,atuador,0
31.07,37.03,3.64,146.08,2,250,65.83,241.3,sim,HTTP,iot_isolada,sensor,1
24.31,20.03,6.53,63.81,1,85,71.48,168.67,sim,CoAP,iot_isolada,camera,0
20.77,70.35,10.76,32.31,2,143,70.24,672.89,sim,MQTT,corporativa,sensor,0
44.17,72.88,6.03,78.41,2,89,28.99,43.0,sim,HTTP,corporativa,sensor,0
30.29,70.83,9.0,18.35,2,595,34.35,210.08,sim,CoAP,corporativa,camera,1
22.87,43.54,1.42,77.67,2,154,42.3,667.64,sim,CoAP,visitantes,camera,1
34.41,49.0,4.62,88.36,3,259,26.08,240.18,sim,CoAP,iot_isolada,atuador,1
27.24,65.5,1.99,36.49,0,184,57.7,633.35,sim,MQTT,iot_isolada,sensor,0
26.23,59.05,3.86,85.94,2,319,83.21,1391.84,sim,MQTT,visitantes,atuador,0
31.94,44.91,1.69,54.4,2,107,21.38,316.17,sim,MQTT,corporativa,camera,0
18.96,22.86,11.59,35.25,2,251,71.77,677.39,nao,HTTP,corporativa,sensor,1
30.47,54.05,1.41,15.96,4,155,48.11,1625.22,sim,CoAP,corporativa,sensor,1
41.39,71.42,8.49,20.39,3,463,58.24,396.02,sim,HTTP,visitantes,gateway,0
31.26,30.44,5.98,181.67,1,23,56.65,288.98,sim,MQTT,corporativa,atuador,0
25.37,63.5,4.63,52.73,3,169,77.05,562.13,sim,HTTP,corporativa,sensor,0
24.45,57.97,8.97,86.86,1,433,48.28,684.68,sim,MQTT,corporativa,sensor,1
25.13,65.5,5.93,58.11,1,399,51.32,290.86,sim,MQTT,iot_isolada,camera,0
26.22,67.7,7.38,184.6,2,54,64.15,213.0,nao,HTTP,iot_isolada,camera,1
25.36,39.5,12.3,35.39,0,369,31.85,994.44,nao,CoAP,corporativa,gateway,1
34.41,22.89,3.07,70.39,1,98,64.17,247.29,sim,HTTP,iot_isolada,atuador,1
15.87,42.4,6.58,45.57,1,125,93.36,689.25,nao,CoAP,visitantes,sensor,1
34.03,68.0,0.75,131.33,1,417,32.33,359.25,sim,MQTT,corporativa,sensor,0
25.34,42.24,3.2,86.21,2,167,64.65,1073.71,sim,MQTT,visitantes,sensor,0
30.64,39.51,2.95,68.52,1,50,45.76,164.95,sim,HTTP,iot_isolada,atuador,0
20.11,19.22,12.38,23.04,1,78,22.56,164.73,sim,MQTT,visitantes,camera,1
37.3,83.55,6.76,238.37,1,224,73.31,543.56,nao,CoAP,corporativa,sensor,1
36.72,66.86,2.65,59.38,2,162,43.93,135.47,nao,MQTT,iot_isolada,gateway,0
34.72,65.86,2.1,30.61,1,160,21.51,324.29,nao,MQTT,iot_isolada,camera,0
17.4,69.42,4.51,16.03,3,315,69.29,883.5,sim,HTTP,corporativa,sensor,1
33.8,62.38,7.25,19.75,5,275,87.14,85.68,sim,HTTP,iot_isolada,sensor,1
30.83,47.6,2.05,68.05,2,172,87.88,396.03,sim,MQTT,corporativa,gateway,0
16.76,49.05,10.5,132.7,2,404,52.49,698.0,sim,MQTT,iot_isolada,gateway,0
27.83,44.3,1.12,82.24,1,317,64.0,293.5,nao,MQTT,iot_isolada,sensor,0
30.55,99.43,0.82,16.98,0,263,73.96,156.18,sim,MQTT,iot_isolada,sensor,0
31.89,62.01,2.26,67.94,2,142,61.61,248.68,nao,HTTP,corporativa,sensor,0
29.24,43.65,12.89,159.59,0,448,66.93,166.17,sim,MQTT,visitantes,gateway,0
30.04,60.38,2.99,51.34,1,158,23.84,313.69,sim,MQTT,corporativa,sensor,1
38.32,33.8,4.29,82.42,2,170,35.78,246.24,sim,HTTP,iot_isolada,sensor,1
36.58,79.08,10.54,53.09,0,604,87.9,208.66,sim,HTTP,iot_isolada,sensor,1
7.93,40.1,4.45,95.42,0,103,72.22,414.18,sim,MQTT,corporativa,atuador,0
25.78,61.02,11.4,34.93,3,102,65.42,902.69,nao,HTTP,iot_isolada,camera,1
26.85,71.19,2.0,5.0,1,175,22.61,375.96,sim,MQTT,visitantes,sensor,0
15.74,58.93,8.99,24.3,1,85,21.61,765.53,sim,MQTT,visitantes,camera,0
28.66,53.7,5.35,46.44,4,87,24.15,902.51,sim,HTTP,corporativa,gateway,0
36.74,52.19,0.05,63.04,2,592,48.0,198.21,sim,MQTT,corporativa,atuador,1
20.39,50.98,5.46,47.91,2,173,60.98,362.27,sim,HTTP,corporativa,atuador,0
30.35,41.62,2.92,47.16,2,270,57.93,221.97,nao,CoAP,iot_isolada,camera,0
21.59,43.91,4.03,133.45,1,59,35.0,105.9,sim,HTTP,corporativa,camera,0
23.3,78.63,1.97,27.96,0,96,74.79,383.38,nao,MQTT,corporativa,sensor,1
38.34,50.05,9.7,68.28,0,647,70.97,143.09,sim,MQTT,corporativa,gateway,0
24.2,37.86,13.63,18.07,1,85,47.22,419.48,sim,HTTP,visitantes,gateway,0
31.24,42.71,1.95,109.1,1,276,88.35,100.57,sim,HTTP,corporativa,sensor,0
14.9,71.81,8.45,80.75,0,8,9.56,336.87,sim,HTTP,iot_isolada,camera,0
41.04,64.16,3.46,235.42,0,55,39.69,99.53,sim,MQTT,corporativa,sensor,1
32.22,62.09,2.81,27.0,1,171,25.03,479.0,sim,CoAP,iot_isolada,gateway,0
26.72,47.36,5.71,190.38,0,395,84.59,226.93,sim,MQTT,iot_isolada,sensor,1
32.03,62.32,4.91,30.34,3,215,48.23,212.12,sim,MQTT,visitantes,sensor,1
18.13,40.42,3.73,51.03,3,183,90.73,657.57,sim,CoAP,iot_isolada,sensor,0
